Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2021-10-24 13:19 (-04),On Demand,Sam Yo,30,Cycling,Low Impact,30 min Low Impact Ride,2021-10-19 01:24 (-04),236,131,45%,85,17.85,8.93,385,128.99,,
2021-10-24 13:49 (-04),On Demand,Jess King,10,Cycling,Cool Down,10 min Cool Down Ride,2019-08-26 17:01 (-04),65,108,41%,87,16.72,2.79,114,119.47,,
2021-10-25 14:53 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2021-09-18 07:53 (-04),493,137,42%,93,17.79,17.80,745,126.47,,
2021-10-25 15:54 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2019-11-10 06:32 (-04),57,95,41%,85,15.88,2.65,113,119.28,,
2021-10-26 16:49 (-04),On Demand,Leanne Hainsby,30,Cycling,Music,30 min Country Ride,2021-10-18 13:25 (-04),271,151,46%,90,18.96,9.49,364,124.60,,
2021-10-26 17:20 (-04),On Demand,Hannah Corbin,30,Cycling,Theme,30 min Country Happy Hour Ride,2021-07-30 08:30 (-04),233,129,47%,80,17.80,8.91,372,126.39,,
2021-10-26 17:52 (-04),On Demand,Leanne Hainsby,15,Cycling,Cool Down,15 min Cool Down Ride,2019-10-24 05:17 (-04),94,104,42%,83,16.42,4.11,166,117.76,,
2021-10-27 16:41 (-04),On Demand,Callie Gullickson,30,Bike Bootcamp,Bodyweight,30 min Bootcamp: Bodyweight,2021-10-26 11:00 (-04),170,,,,19.38,5.58,236,,,
2021-10-27 17:12 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min 90s Ride,2021-10-26 13:25 (-04),292,162,49%,85,19.41,9.71,412,134.78,,
2021-10-27 17:43 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min Beyonce Cool Down Ride,2021-10-19 13:30 (-04),65,108,39%,91,16.72,2.79,118,122.66,,
2021-10-28 11:18 (-04),On Demand,Sam Yo,30,Cycling,Theme,30 min Halloween Ride,2021-10-27 13:25 (-04),248,137,45%,88,18.15,9.08,319,115.02,,
2021-10-28 11:49 (-04),On Demand,Jenn Sherman,45,Cycling,Music,45 min Elton John Ride,2021-10-27 19:54 (-04),374,138,46%,84,18.34,13.76,538,123.55,,
2021-10-28 12:34 (-04),On Demand,Denis Morton,20,Cycling,Low Impact,20 min Low Impact Ride,2021-10-27 10:07 (-04),148,124,42%,89,17.49,5.83,237,122.80,,
2021-10-28 12:54 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Elton John Cool Down Ride,2021-10-27 18:45 (-04),81,135,46%,85,18.20,3.04,130,129.78,,
2021-10-29 10:11 (-04),On Demand,Sam Yo,30,Cycling,Low Impact,30 min Low Impact Ride,2021-10-19 01:24 (-04),219,122,42%,89,17.23,8.62,303,111.60,,
2021-10-29 10:41 (-04),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2021-10-05 03:55 (-04),228,127,44%,86,17.63,8.82,325,116.39,,
2021-10-29 11:12 (-04),On Demand,Leanne Hainsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-06-21 01:35 (-04),,,,,,,36,93.88,,
2021-10-30 10:42 (-04),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2021-07-18 04:51 (-04),129,72,35%,86,13.91,6.95,192,89.89,,
2021-10-31 12:22 (-04),On Demand,Ben Alldis,30,Cycling,Theme,30 min 007 Ride,2021-09-30 13:25 (-04),279,155,48%,85,19.08,9.55,356,122.97,,
2021-10-31 12:52 (-04),On Demand,Jess King,30,Cycling,Music,30 min Ozuna Ride,2021-09-29 11:26 (-04),279,155,47%,88,19.23,9.62,371,126.22,,
2021-10-31 13:23 (-04),On Demand,Matt Wilpers,30,Cycling,Music,30 min Country Ride,2021-03-18 16:51 (-04),269,150,49%,82,18.84,9.43,386,129.19,,
2021-10-31 13:54 (-04),On Demand,Sam Yo,20,Cycling,Low Impact,20 min Low Impact Ride,2021-09-21 01:52 (-04),123,103,41%,83,16.13,5.38,215,115.65,,
2021-10-31 14:14 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2020-10-20 03:00 (-04),59,98,43%,78,15.96,2.67,104,113.48,,
2021-11-01 13:46 (-04),On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,2020-10-10 07:55 (-04),818,152,45%,91,19.08,28.62,1115,126.34,,
2021-11-01 15:17 (-04),On Demand,Ben Alldis,20,Cycling,Low Impact,20 min Mental Health Day: Recovery Ride,2021-10-09 18:00 (-04),117,98,38%,90,15.79,5.26,223,118.31,,
2021-11-01 15:37 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min AFO Cool Down Ride: Jessie Ware,2021-07-01 12:00 (-04),60,100,41%,83,15.96,2.66,113,118.95,,
2021-11-02 12:26 (-04),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2021-10-31 08:25 (-04),247,137,43%,91,18.16,9.08,310,113.46,,
2021-11-02 12:57 (-04),On Demand,Ben Alldis,30,Cycling,Scenic Ride,30 min Iceland Ride,,250,139,47%,83,18.35,9.17,349,121.44,,
2021-11-03 15:13 (-04),On Demand,Ben Alldis,60,Cycling,Intervals,60 min HIIT & Hills Ride,2021-09-19 06:56 (-04),554,154,48%,84,19.02,19.02,732,125.17,,
2021-11-03 16:14 (-04),On Demand,Sam Yo,30,Cycling,Low Impact,30 min Low Impact Ride,2021-01-21 07:00 (-04),183,102,40%,85,16.03,8.02,322,115.71,,
2021-11-04 14:16 (-04),On Demand,Matt Wilpers,30,Cycling,Scenic Ride,30 min Hawaii Ride,,238,132,42%,92,17.95,8.97,300,111.01,,
2021-11-04 14:47 (-04),On Demand,Denis Morton,30,Cycling,Scenic Ride,30 min Big Sur Ride,,243,135,45%,88,18.24,9.12,342,119.86,,
2021-11-04 15:17 (-04),On Demand,,60,Cycling,Scenic Ride,60 min Banff National Park Ride,,473,131,46%,84,18.08,18.08,684,120.04,,
2021-11-05 15:09 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2021-10-30 07:53 (-04),542,151,47%,84,18.75,18.76,695,121.12,,
2021-11-06 12:05 (-04),Live,Hannah Corbin,45,Cycling,Low Impact,45 min Low Impact Ride,2021-11-04 05:53 (-04),482,179,53%,80,20.26,15.19,576,128.90,,
2021-11-06 12:51 (-04),On Demand,Jess King,15,Cycling,Low Impact,15 min Low Impact Ride,2021-10-16 10:11 (-04),103,114,42%,89,16.96,4.25,167,117.93,,
2021-11-09 11:08 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-11-06 06:54 (-05),569,158,45%,83,19.35,19.35,705,122.20,,
2021-11-09 12:08 (-05),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2021-07-25 06:00 (-05),233,129,42%,82,17.82,8.92,357,123.02,,
2021-11-10 11:27 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2021-11-09 13:25 (-05),306,170,45%,85,19.82,9.91,370,126.58,,
2021-11-10 11:57 (-05),On Demand,Jess King,30,Cycling,Music,30 min EDM Ride,2021-11-10 07:25 (-05),274,152,46%,81,19.06,9.53,374,127.62,,
2021-11-10 12:28 (-05),On Demand,Robin Arzon,30,Cycling,Theme,30 min LHM: Together We Ride,2021-10-15 15:54 (-05),246,137,43%,84,18.36,9.18,366,125.81,,
2021-11-19 09:24 (-05),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2021-10-31 07:25 (-05),202,112,38%,85,16.74,8.38,254,102.91,,
2021-11-20 09:58 (-05),On Demand,Matt Wilpers,30,Cycling,Music,30 min Classic Rock Ride,2021-11-12 07:23 (-05),269,149,44%,83,18.77,9.38,332,118.00,,
2021-11-21 09:28 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-11-20 07:52 (-05),559,155,43%,88,19.24,19.24,752,128.00,,
2021-11-21 10:30 (-05),On Demand,Christine D'Ercole,10,Cycling,Cool Down,10 min Foo Fighters Cool Down Ride,2021-11-17 11:00 (-05),63,104,37%,88,16.52,2.75,111,119.00,,
2021-11-22 09:12 (-05),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance EDM Ride,2021-11-21 06:54 (-05),283,157,43%,88,19.32,9.67,374,128.00,,
2021-11-22 09:42 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2021-11-09 13:25 (-05),290,161,47%,81,19.42,9.72,440,141.00,,
2021-11-22 10:13 (-05),On Demand,Olivia Amato,10,Cycling,Cool Down,10 min Cool Down Ride,2021-07-18 13:00 (-05),75,125,42%,82,17.68,2.95,131,131.00,,
2021-11-23 09:36 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2021-11-13 07:54 (-05),582,162,45%,84,19.50,19.51,798,133.00,,
2021-11-23 10:36 (-05),On Demand,Kendall Toole,10,Cycling,Cool Down,10 min Cool Down Ride,2020-09-04 07:36 (-05),73,122,43%,77,17.41,2.90,124,126.00,,
2021-11-24 11:58 (-05),On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,2021-10-29 10:50 (-05),286,159,38%,86,17.62,8.81,372,127.00,,
2021-11-24 12:28 (-05),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2021-11-02 08:55 (-05),256,142,45%,88,18.43,9.22,366,126.00,,
2021-11-24 13:00 (-05),On Demand,Ben Alldis,30,Cycling,Theme,30 min 007 Ride,2021-09-30 12:25 (-05),261,145,48%,85,18.56,9.28,394,131.00,,
2021-11-24 13:30 (-05),On Demand,Ben Alldis,15,Cycling,Cool Down,15 min Cool Down Ride,2019-09-11 02:47 (-05),75,83,39%,85,14.95,3.74,163,117.00,,
2021-11-25 09:24 (-05),On Demand,Jess King,30,Cycling,Music,30 min Rock Ride,2021-11-24 07:24 (-05),230,128,45%,85,17.55,8.78,301,112.00,,
2021-11-25 09:57 (-05),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance 90s Ride,2021-11-24 05:52 (-05),397,147,44%,82,18.80,14.11,552,126.00,,
2021-11-25 10:43 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2020-07-27 02:05 (-05),76,126,42%,80,17.53,2.93,123,125.00,,
2021-11-26 10:02 (-05),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2021-05-30 05:55 (-05),244,136,40%,84,18.01,9.01,298,111.00,,
2021-12-03 09:54 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-11-06 06:54 (-05),577,160,46%,81,19.45,19.45,692,122.00,,
2021-12-03 10:55 (-05),On Demand,Hannah Corbin,30,Cycling,Low Impact,30 min Low Impact Ride,2021-05-15 06:25 (-05),223,124,42%,79,17.60,8.80,322,116.00,,
2021-12-03 11:25 (-05),On Demand,Olivia Amato,10,Cycling,Cool Down,10 min Cool Down Ride,2020-09-28 05:32 (-05),72,120,42%,79,17.33,2.89,107,115.00,,
2021-12-04 10:32 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-12-04 07:53 (-05),586,163,45%,84,19.58,19.58,760,129.00,,
2021-12-05 10:23 (-05),On Demand,Jess King,60,Cycling,Theme,60 min Sweat Steady Ride,2021-11-27 09:25 (-05),568,158,48%,77,19.21,19.21,743,126.00,,
2021-12-05 11:24 (-05),Live,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2021-12-04 05:24 (-05),245,136,44%,80,18.29,9.15,357,124.00,,
2021-12-05 11:55 (-05),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Elton John Cool Down Ride,2021-10-27 17:45 (-05),76,127,43%,81,17.81,2.97,117,122.00,,
2021-12-07 09:39 (-05),On Demand,Matt Wilpers,30,Cycling,Live DJ,30 min Live DJ Ride,2021-12-03 16:52 (-05),263,146,48%,73,18.54,9.28,328,117.00,,
2021-12-07 10:10 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min Dance Music Ride,2021-11-30 13:25 (-05),279,155,48%,77,19.10,9.55,396,132.00,,
2021-12-08 10:38 (-05),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-12-07 01:25 (-05),289,161,46%,81,19.25,9.63,350,122.00,,
2021-12-08 11:11 (-05),On Demand,Emma Lovewell,30,Cycling,Groove,30 min Groove Ride,2021-12-07 07:22 (-05),270,150,47%,77,18.91,9.46,395,132.00,,
2021-12-08 11:42 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Holiday Cool Down Ride,2021-12-07 02:00 (-05),62,103,40%,79,16.20,2.70,109,116.00,,
2021-12-13 11:08 (-05),On Demand,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2021-12-02 19:52 (-05),299,166,49%,77,19.54,9.77,345,121.00,,
2021-12-14 12:27 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-12-11 07:52 (-05),623,173,46%,84,20.13,20.13,733,125.00,,
2021-12-14 13:28 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2021-12-12 04:00 (-05),298,165,49%,77,19.62,9.82,409,135.00,,
2021-12-14 13:58 (-05),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Queen Cool Down Ride,2021-12-08 17:00 (-05),72,120,42%,80,17.44,2.91,117,122.00,,
2021-12-15 09:19 (-05),On Demand,Ally Love,60,Cycling,Music,60 min Country Ride,2021-12-12 11:48 (-05),536,149,45%,81,18.85,18.85,746,127.00,,
2021-12-15 10:19 (-05),On Demand,Denis Morton,10,Cycling,Cool Down,10 min Cool Down Ride,2020-05-28 09:00 (-05),42,70,30%,90,13.96,2.33,97,110.00,,
2021-12-16 09:55 (-05),On Demand,Sam Yo,30,Cycling,Low Impact,30 min Low Impact Ride,2021-04-30 02:55 (-05),222,123,40%,84,17.39,8.70,292,110.00,,
2021-12-16 10:25 (-05),On Demand,Emma Lovewell,30,Cycling,Low Impact,30 min Low Impact Ride,2021-10-13 10:00 (-05),217,120,39%,86,17.37,8.69,318,116.00,,
2021-12-17 09:37 (-05),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-12-15 05:52 (-05),381,141,42%,88,18.46,13.85,545,125.00,,
2021-12-17 10:22 (-05),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2021-08-16 08:00 (-05),14,45,24%,88,11.34,0.94,48,110.00,,
2021-12-18 10:52 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min 2000s Ride,2021-12-14 13:25 (-05),319,177,49%,82,20.08,10.05,424,138.00,,
2021-12-18 11:25 (-05),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2021-06-13 03:00 (-05),233,126,41%,83,17.48,8.85,358,123.00,,
2021-12-18 11:57 (-05),On Demand,Denis Morton,10,Cycling,Cool Down,10 min Cool Down Ride,2020-05-28 09:00 (-05),42,70,30%,94,13.99,2.34,99,111.00,,
2021-12-20 13:33 (-05),On Demand,Olivia Amato,30,Cycling,Intervals,30 min Tabata Ride,2021-12-20 07:28 (-05),305,170,48%,79,19.44,9.72,362,124.00,,
2021-12-20 14:05 (-05),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance 90s Ride,2021-12-19 06:54 (-05),278,155,46%,81,19.16,9.58,378,128.00,,
2021-12-20 14:36 (-05),On Demand,Leanne Hainsby,30,Cycling,Music,30 min ABBA Ride,2021-12-16 13:25 (-05),258,143,45%,81,18.48,9.24,394,131.00,,
2021-12-20 15:08 (-05),On Demand,Denis Morton,10,Cycling,Cool Down,10 min Cool Down Ride,2021-04-23 16:00 (-05),59,98,37%,83,16.06,2.68,112,119.00,,
2021-12-21 11:01 (-05),On Demand,Matt Wilpers,30,Cycling,Music,30 min Country Ride,2021-12-20 18:22 (-05),224,124,40%,87,17.44,8.72,293,110.00,,
2021-12-21 11:31 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min 2000s Ride,2021-12-18 05:24 (-05),251,139,42%,87,18.27,9.14,329,118.00,,
2021-12-21 12:02 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min 90s Rock Ride,2021-12-15 02:55 (-05),266,148,44%,84,18.82,9.41,364,125.00,,
2021-12-21 12:33 (-05),On Demand,Denis Morton,10,Cycling,Cool Down,10 min Cool Down Ride,2020-05-28 09:00 (-05),68,112,37%,88,16.74,2.80,111,118.00,,
2021-12-22 09:50 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-12-22 05:54 (-05),556,155,44%,84,19.18,19.19,678,120.00,,
2021-12-22 10:50 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min 80s Ride,2021-12-21 13:25 (-05),250,139,42%,86,18.36,9.19,366,125.00,,
2021-12-22 11:21 (-05),On Demand,Denis Morton,10,Cycling,Cool Down,10 min Cool Down Ride,2020-05-28 09:00 (-05),36,59,29%,85,12.90,2.15,87,103.00,,
2021-12-23 10:00 (-05),On Demand,Ben Alldis,30,Cycling,Theme,30 min 007 Ride,2021-09-30 12:25 (-05),228,127,40%,86,17.63,8.81,314,115.00,,
2021-12-26 09:59 (-05),On Demand,Ben Alldis,30,Cycling,Climb,30 min Climb Ride,2021-12-08 08:55 (-05),326,181,52%,74,20.31,10.15,399,132.00,,
2021-12-26 10:30 (-05),On Demand,Denis Morton,10,Cycling,Cool Down,10 min Cool Down Ride,2020-05-28 09:00 (-05),37,62,30%,83,13.20,2.21,87,103.00,,
2021-12-27 10:14 (-05),On Demand,Leanne Hainsby,30,Cycling,Theme,30 min Top 50 of 2021 Ride: #50-41,2021-12-26 10:00 (-05),256,142,40%,93,18.48,9.25,338,120.00,,
2021-12-27 10:45 (-05),On Demand,Matt Wilpers,30,Cycling,Music,30 min Country Ride,2021-12-20 18:22 (-05),244,136,41%,88,18.10,9.05,356,123.00,,
2021-12-27 11:16 (-05),On Demand,Denis Morton,45,Cycling,Music,45 min The Beatles: Get Back Ride,2021-11-27 07:52 (-05),361,134,42%,84,18.07,13.56,526,122.00,,
2021-12-27 12:01 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2019-11-02 04:32 (-05),44,74,35%,75,13.94,2.33,92,106.00,,
2021-12-29 09:31 (-05),On Demand,Ben Alldis,45,Cycling,Theme,45 min Heat It Up Ride: Boxing Day,2021-12-26 02:00 (-05),396,147,44%,84,18.64,13.98,532,123.00,,
2021-12-29 10:16 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),55,91,38%,75,15.39,2.57,100,111.00,,
2021-12-30 14:18 (-05),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2021-12-12 23:30 (-05),281,156,45%,84,19.21,9.61,372,126.00,,
2021-12-30 14:49 (-05),On Demand,Alex Toussaint,30,Cycling,Theme,30 min Top 50 of 2021 Ride: #40-31,2021-12-27 11:54 (-05),261,145,43%,87,18.64,9.32,405,134.00,,
2021-12-30 15:20 (-05),On Demand,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2021-12-30 11:00 (-05),195,108,38%,83,16.41,8.21,361,124.00,,
2021-12-31 09:35 (-05),On Demand,Cody Rigsby,30,Cycling,Theme,30 min Top 50 of 2021 Ride: #30-21,2021-12-28 11:52 (-05),209,116,38%,89,17.05,8.53,297,110.00,,
2021-12-31 10:05 (-05),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2021-12-30 03:30 (-05),26,86,37%,76,14.95,1.24,41,100.00,,
2022-01-02 09:59 (-05),On Demand,Ben Alldis,30,Cycling,Theme,30 min New Year Party Ride,2021-12-30 07:00 (-05),289,160,46%,83,19.34,9.67,372,126.00,,
2022-01-02 10:31 (-05),On Demand,Emma Lovewell,30,Cycling,Theme,30 min Top 50 of 2021 Ride: #20-11,2021-12-29 11:51 (-05),260,145,43%,84,18.53,9.27,372,127.00,,
2022-01-02 11:02 (-05),On Demand,Kendall Toole,30,Cycling,Theme,30 min Top 50 of 2021 Ride: #10-1,2021-12-30 12:00 (-05),252,140,46%,77,18.44,9.22,360,124.00,,
2022-01-02 11:33 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),59,98,41%,74,15.89,2.65,103,113.00,,
2022-01-03 12:08 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-12-22 05:54 (-05),614,171,45%,87,20.02,20.02,768,129.00,,
2022-01-03 13:09 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),54,89,36%,81,15.41,2.57,106,115.00,,
2022-01-04 10:48 (-05),On Demand,Camila Ramon,30,Cycling,Low Impact,30 min Low Impact Ride,2021-12-30 05:51 (-05),247,137,42%,84,18.20,9.10,291,109.00,,
2022-01-04 11:19 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),72,120,43%,76,17.38,2.90,91,105.00,,
2022-01-05 11:32 (-05),On Demand,Sam Yo,30,Cycling,Music,30 min Rock Ride,2022-01-04 10:30 (-05),320,178,50%,78,20.26,10.13,365,124.00,,
2022-01-05 12:04 (-05),On Demand,Leanne Hainsby,30,Cycling,Music,30 min 2010s Ride,2022-01-04 06:00 (-05),292,162,46%,82,19.46,9.73,394,132.00,,
2022-01-05 12:37 (-05),On Demand,Ben Alldis,30,Cycling,Beginner,30 min Advanced Beginner Ride,2021-12-30 03:30 (-05),263,146,44%,82,18.71,9.35,377,128.00,,
2022-01-05 13:07 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),76,127,43%,78,17.71,2.95,121,124.00,,
2022-01-06 11:06 (-05),On Demand,Jess King,30,Cycling,Music,30 min EDM Ride,2022-01-05 16:53 (-05),250,139,42%,86,18.35,9.18,303,112.00,,
2022-01-06 11:37 (-05),On Demand,Ally Love,30,Cycling,Music,30 min Pop Ride,2022-01-05 07:19 (-05),251,139,44%,83,18.45,9.22,339,120.00,,
2022-01-06 12:07 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),53,88,36%,80,15.26,2.55,92,106.00,,
2022-01-08 09:30 (-05),Live,Jess King,45,Cycling,Theme,45 min Sweat Steady Ride,2022-01-08 09:25 (-05),471,174,47%,83,20.15,15.11,596,132.00,,
2022-01-08 10:16 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),84,141,45%,78,18.62,3.11,123,126.00,,
2022-01-08 10:26 (-05),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-02 02:05 (-05),24,79,35%,77,14.58,1.21,50,112.00,,
2022-01-09 08:29 (-05),On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,2022-01-08 07:22 (-05),866,160,44%,87,19.53,29.29,1135,128.00,,
2022-01-09 10:00 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2020-02-15 04:32 (-05),70,117,40%,82,17.15,2.86,125,127.00,,
2022-01-10 09:29 (-05),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2022-01-09 06:55 (-05),232,129,41%,84,17.81,8.91,292,109.00,,
2022-01-10 09:59 (-05),On Demand,Denis Morton,30,Cycling,Low Impact,30 min Low Impact Ride,2021-12-28 16:54 (-05),239,133,41%,86,18.06,9.04,336,119.00,,
2022-01-10 10:30 (-05),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2021-08-13 09:21 (-05),44,73,32%,82,13.94,2.33,91,105.00,,
2022-01-11 09:17 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min 90s Ride,2022-01-10 08:54 (-05),266,148,43%,87,18.66,9.33,336,119.00,,
2022-01-11 09:48 (-05),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2022-01-06 14:54 (-05),258,143,42%,86,18.63,9.32,352,123.00,,
2022-01-11 10:19 (-05),On Demand,Jess King,30,Cycling,Music,30 min EDM Ride,2022-01-05 16:53 (-05),276,153,45%,83,19.05,9.53,386,130.00,,
2022-01-11 10:50 (-05),On Demand,Kendall Toole,10,Cycling,Cool Down,10 min Cool Down Ride,2020-06-10 16:03 (-05),72,120,42%,78,17.36,2.90,118,122.00,,
2022-01-12 09:20 (-05),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Rock Ride,2022-01-11 14:55 (-05),285,159,43%,88,19.34,9.67,356,123.00,,
2022-01-12 09:51 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),72,121,42%,78,17.38,2.90,109,117.00,,
2022-01-14 09:25 (-05),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2022-01-13 13:25 (-05),275,153,45%,83,19.03,9.52,324,117.00,,
2022-01-14 09:56 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min 2000s Rock Ride,2022-01-13 02:25 (-05),284,158,45%,84,19.33,9.67,395,132.00,,
2022-01-14 10:27 (-05),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2022-01-12 05:52 (-05),277,154,45%,83,19.18,9.59,393,131.00,,
2022-01-14 10:58 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2019-09-05 13:02 (-05),68,113,42%,77,16.95,2.83,113,120.00,,
2022-01-15 10:09 (-05),On Demand,Hannah Corbin,30,Cycling,Low Impact,30 min Low Impact Ride,2022-01-14 07:23 (-05),227,126,42%,81,17.66,8.83,284,109.00,,
2022-01-15 10:40 (-05),On Demand,Kendall Toole,30,Cycling,Low Impact,30 min Low Impact Ride,2021-12-07 18:24 (-05),251,140,43%,84,18.49,9.25,342,121.00,,
2022-01-15 11:10 (-05),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2021-11-08 14:55 (-05),197,110,38%,84,16.72,8.36,316,115.00,,
2022-01-15 11:41 (-05),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2019-11-17 08:32 (-05),71,119,41%,81,17.34,2.89,113,120.00,,
2022-01-16 10:31 (-05),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2022-01-15 07:54 (-05),528,147,41%,89,18.57,18.57,780,131.00,,
2022-01-16 11:32 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 01:35 (-05),72,119,42%,79,17.36,2.89,120,124.00,,
2022-01-17 09:14 (-05),On Demand,Jess King,30,Cycling,Theme,30 min Sweat Steady Ride,2022-01-15 09:24 (-05),281,156,44%,84,19.12,9.56,366,125.00,,
2022-01-17 09:44 (-05),On Demand,Ben Alldis,15,Cycling,Cool Down,15 min Cool Down Ride,2019-09-11 02:47 (-05),113,126,40%,87,17.73,4.44,179,123.00,,
